,mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
lambda0[117],0.051,0.026,0.015,0.084,0.0,0.0,50504.853,50000.865,
lambda0[118],0.022,0.015,0.004,0.04,0.0,0.0,49682.827,48770.589,
lambda0[119],0.039,0.021,0.01,0.065,0.0,0.0,46637.902,48304.215,
lambda0[120],0.08,0.046,0.019,0.137,0.0,0.0,49796.666,49079.059,
lambda0[121],0.041,0.019,0.014,0.066,0.0,0.0,48112.271,48822.603,
lambda0[122],0.034,0.027,0.004,0.063,0.0,0.0,50558.626,49773.284,
lambda0[123],0.083,0.038,0.029,0.133,0.0,0.0,50068.152,49037.537,
lambda0[124],0.043,0.018,0.017,0.067,0.0,0.0,49864.39,49678.253,
lambda0[125],0.04,0.015,0.018,0.061,0.0,0.0,50898.095,48980.831,
lambda0[126],0.084,0.038,0.029,0.135,0.0,0.0,50007.894,49325.293,
lambda0[127],0.057,0.029,0.019,0.095,0.0,0.0,50440.368,49625.641,
lambda0[128],0.015,0.013,0.002,0.029,0.0,0.0,50193.222,48725.674,
lambda0[129],0.044,0.017,0.018,0.067,0.0,0.0,49446.842,49297.353,
lambda0[130],0.1,0.045,0.035,0.16,0.0,0.0,49194.265,49680.602,
lambda0[131],0.061,0.041,0.011,0.109,0.0,0.0,48314.361,49783.06,
lambda0[132],0.128,0.06,0.043,0.206,0.0,0.0,48836.616,48827.492,
lambda0[133],0.058,0.033,0.014,0.1,0.0,0.0,49872.14,49400.729,
lambda0[134],0.031,0.026,0.004,0.06,0.0,0.0,51247.315,48338.815,
lambda0[135],0.023,0.011,0.008,0.038,0.0,0.0,48879.967,49069.905,
lambda0[136],0.05,0.023,0.017,0.081,0.0,0.0,49673.424,49464.622,
lambda0[137],0.05,0.025,0.015,0.082,0.0,0.0,49996.567,48930.432,
lambda0[138],0.073,0.027,0.033,0.11,0.0,0.0,50428.001,49274.235,
lambda0[139],0.063,0.027,0.024,0.1,0.0,0.0,49792.057,48901.321,
lambda0[140],0.115,0.036,0.06,0.168,0.0,0.0,49493.653,48216.65,
lambda0[141],0.026,0.015,0.007,0.044,0.0,0.0,48763.242,49088.408,
lambda0[142],0.123,0.056,0.043,0.197,0.0,0.0,50032.88,49391.381,
lambda0[143],0.038,0.032,0.004,0.073,0.0,0.0,50264.341,48462.06,
lambda0[144],0.078,0.043,0.02,0.131,0.0,0.0,49657.089,49534.378,
beta_LA[0],-1.984,0.521,-2.847,-1.179,0.002,0.002,49715.475,48426.504,
beta_LA[1],-0.872,0.376,-1.466,-0.269,0.002,0.001,49567.354,49778.552,
beta_LA[2],-0.953,0.595,-1.914,-0.015,0.003,0.002,49862.544,49339.32,
beta_LA[3],-1.84,0.449,-2.573,-1.14,0.002,0.001,48274.344,47962.219,
beta_LA[4],-1.469,0.453,-2.166,-0.717,0.002,0.001,50250.013,49499.234,
beta_LA[5],-1.683,0.512,-2.488,-0.855,0.002,0.002,49720.834,49940.528,
beta_LA[6],-1.381,0.524,-2.231,-0.557,0.002,0.002,49741.765,49472.325,
beta_LA[7],-0.859,0.723,-1.994,0.321,0.003,0.002,48438.265,48189.966,
beta_LA[8],-0.974,0.452,-1.704,-0.262,0.002,0.001,49936.199,50859.028,
beta_LA[9],-1.113,0.467,-1.866,-0.381,0.002,0.001,49967.251,49505.584,
beta_LA[10],-1.561,0.582,-2.487,-0.63,0.003,0.002,49812.192,47478.809,
beta_LA[11],-1.498,0.603,-2.479,-0.555,0.003,0.002,50104.979,49348.062,
beta_LA[12],-1.379,0.512,-2.195,-0.563,0.002,0.002,50219.897,48723.006,
beta_LA[13],-0.992,0.555,-1.877,-0.102,0.003,0.002,48700.92,49324.504,
beta_LA[14],-0.849,0.813,-2.105,0.485,0.004,0.003,50486.325,50179.404,
beta_LA[15],-1.182,0.598,-2.161,-0.247,0.003,0.002,48883.327,48849.102,
beta_LA[16],-1.945,0.699,-3.034,-0.815,0.003,0.002,49502.164,49835.763,
beta_LA[17],-1.376,0.649,-2.398,-0.318,0.003,0.002,50580.405,49660.986,
beta_LA[18],-1.443,0.656,-2.475,-0.382,0.003,0.002,50056.154,50173.984,
beta_LA[19],-0.903,0.805,-2.221,0.357,0.004,0.003,49065.932,49669.166,
beta_LA[20],-0.791,0.541,-1.637,0.082,0.002,0.002,49783.545,47854.865,
beta_LA[21],-1.526,0.602,-2.475,-0.551,0.003,0.002,48729.707,49216.471,
beta_LA[22],-1.593,0.529,-2.435,-0.75,0.002,0.002,49643.758,50003.995,
beta_LA[23],-1.547,0.668,-2.626,-0.493,0.003,0.002,49684.167,48772.417,
beta_LA[24],-1.393,0.695,-2.495,-0.272,0.003,0.002,49167.327,49438.601,
beta_LA[25],-1.681,0.763,-2.92,-0.479,0.003,0.002,49012.031,49416.865,
beta_LA[26],-1.995,0.36,-2.56,-1.41,0.002,0.001,50233.245,49503.66,
beta_LA[27],-1.02,0.663,-2.109,0.01,0.003,0.002,50078.216,48581.715,
beta_LA[28],-1.398,0.678,-2.448,-0.294,0.003,0.002,50116.029,49022.239,
beta_LA[29],-1.709,0.582,-2.634,-0.773,0.003,0.002,50051.879,48261.111,
beta_LA[30],-1.159,0.628,-2.171,-0.171,0.003,0.002,49976.702,49582.329,
beta_LA[31],-1.185,0.642,-2.201,-0.148,0.003,0.002,49270.919,48899.715,
beta_LA[32],-0.935,0.82,-2.238,0.376,0.004,0.003,49531.682,49173.47,
beta_LA[33],-1.387,0.797,-2.656,-0.122,0.004,0.003,49764.085,48014.588,
beta_LA[34],-1.411,0.57,-2.305,-0.483,0.003,0.002,48499.226,48182.95,
beta_LA[35],-1.295,0.518,-2.149,-0.487,0.002,0.002,48038.688,49161.637,
beta_LA[36],-1.505,0.639,-2.515,-0.469,0.003,0.002,48586.439,49061.108,
beta_LA[37],-1.188,0.544,-2.079,-0.341,0.002,0.002,49124.905,49394.025,
beta_LA[38],-1.587,0.618,-2.57,-0.596,0.003,0.002,49650.775,49636.723,
beta_LA[39],-1.228,0.518,-2.056,-0.403,0.002,0.002,50011.764,49598.406,
beta_LA[40],-1.331,0.481,-2.098,-0.558,0.002,0.002,50661.246,49960.033,
beta_LA[41],-1.483,0.585,-2.399,-0.53,0.003,0.002,49717.283,49089.537,
beta_LA[42],-1.768,0.534,-2.605,-0.899,0.002,0.002,49573.983,48518.126,
beta_LA[43],-1.107,0.466,-1.868,-0.376,0.002,0.001,50721.105,50041.737,
beta_LA[44],-1.608,0.564,-2.492,-0.69,0.003,0.002,50229.403,49706.85,
beta_LA[45],-0.987,0.683,-2.084,0.085,0.003,0.002,49819.224,48556.302,
beta_LA[46],-2.103,0.725,-3.277,-0.965,0.003,0.002,49986.557,49552.919,
beta_LA[47],-1.686,0.604,-2.66,-0.733,0.003,0.002,50246.43,49773.696,
beta_LA[48],-1.762,0.462,-2.505,-1.033,0.002,0.001,50532.945,49692.89,
beta_LA[49],-0.862,0.558,-1.74,0.047,0.002,0.002,50011.854,49467.576,
beta_LA[50],-0.78,0.48,-1.548,-0.013,0.002,0.002,50376.701,49298.716,
beta_LA[51],-1.288,0.77,-2.486,-0.026,0.003,0.002,50300.038,48989.455,
beta_LA[52],-1.014,0.709,-2.16,0.108,0.003,0.002,50573.164,50017.968,
beta_LA[53],-1.064,0.681,-2.141,0.033,0.003,0.002,48857.835,49221.482,
beta_LA[54],-0.554,0.604,-1.512,0.414,0.003,0.002,48906.793,49498.514,
beta_LA[55],-0.84,0.75,-2.028,0.364,0.003,0.002,49431.988,48677.599,
beta_LA[56],-1.624,0.612,-2.602,-0.645,0.003,0.002,48632.17,49389.228,
beta_LA[57],-1.279,0.701,-2.402,-0.163,0.003,0.002,50038.455,49542.264,
beta_LA[58],-1.523,0.57,-2.431,-0.617,0.003,0.002,49336.118,50368.906,
beta_LA[59],-1.017,0.421,-1.686,-0.342,0.002,0.001,47510.416,48718.35,
beta_LA[60],-0.939,0.493,-1.724,-0.15,0.002,0.002,49970.407,49307.078,
beta_LA[61],-0.096,0.534,-0.958,0.747,0.002,0.002,50108.542,50045.495,
beta_LA[62],-0.686,0.481,-1.461,0.07,0.002,0.002,49252.318,50172.003,
beta_LA[63],-1.249,0.584,-2.165,-0.305,0.003,0.002,48780.161,49497.267,
beta_LA[64],-1.357,0.796,-2.637,-0.091,0.004,0.003,49158.365,49015.994,
beta_LA[65],-0.422,0.575,-1.349,0.482,0.003,0.002,48958.387,49622.815,
beta_LA[66],-1.005,0.658,-2.034,0.071,0.003,0.002,50228.54,49695.8,
beta_LA[67],-1.294,0.658,-2.372,-0.258,0.003,0.002,48244.319,47378.599,
beta_LA[68],-1.149,0.432,-1.811,-0.434,0.002,0.001,49933.53,48686.151,
beta_LA[69],-1.759,0.624,-2.791,-0.786,0.003,0.002,49939.031,49835.923,
beta_LA[70],-1.389,0.462,-2.141,-0.661,0.002,0.001,48971.985,48766.777,
beta_LA[71],-0.786,0.672,-1.87,0.285,0.003,0.002,50034.818,48384.857,
beta_LA[72],-0.789,0.478,-1.578,-0.048,0.002,0.002,48288.809,48515.745,
beta_LA[73],-1.227,0.661,-2.28,-0.18,0.003,0.002,48858.929,48420.224,
beta_LA[74],-0.763,0.775,-2.023,0.455,0.003,0.002,49552.221,49417.03,
beta_LA[75],-0.884,0.776,-2.111,0.367,0.004,0.002,47646.425,48032.491,
beta_LA[76],-0.072,0.536,-0.933,0.775,0.002,0.002,49101.03,49342.532,
beta_LA[77],-1.694,0.833,-2.987,-0.341,0.004,0.003,49991.763,49342.936,
beta_LA[78],-1.377,0.607,-2.373,-0.433,0.003,0.002,49610.273,49174.29,
beta_LA[79],-1.266,0.736,-2.415,-0.051,0.003,0.002,50536.212,49343.584,
beta_LA[80],-1.578,0.589,-2.53,-0.643,0.003,0.002,50549.822,49919.125,
beta_LA[81],-1.184,0.591,-2.123,-0.241,0.003,0.002,48333.327,49320.564,
beta_LA[82],-2.413,0.613,-3.391,-1.432,0.003,0.002,48874.422,49919.913,
beta_LA[83],-0.958,0.645,-1.961,0.095,0.003,0.002,48045.22,49585.76,
beta_LA[84],-1.237,0.579,-2.176,-0.327,0.003,0.002,49838.536,49232.436,
beta_LA[85],-0.911,0.655,-1.939,0.156,0.003,0.002,49189.034,49787.782,
beta_LA[86],-1.553,0.61,-2.522,-0.583,0.003,0.002,49434.909,49668.719,
beta_LA[87],-0.855,0.596,-1.797,0.105,0.003,0.002,49174.184,49542.264,
beta_LA[88],-1.396,0.615,-2.386,-0.425,0.003,0.002,49949.14,49215.742,
beta_LA[89],-1.221,0.858,-2.612,0.133,0.004,0.003,50206.166,49760.962,
beta_LA[90],-1.302,0.653,-2.31,-0.226,0.003,0.002,48691.635,49397.268,
beta_LA[91],-1.08,0.691,-2.188,0.013,0.003,0.002,49556.89,49378.026,
beta_LA[92],-1.611,0.492,-2.386,-0.815,0.002,0.002,49330.752,49132.763,
beta_LA[93],-1.818,0.522,-2.676,-1.01,0.002,0.002,49834.625,48878.808,
beta_LA[94],-0.918,0.48,-1.681,-0.148,0.002,0.002,49593.906,48812.065,
beta_LA[95],-1.626,0.464,-2.366,-0.882,0.002,0.001,48090.222,49440.83,
beta_LA[96],-0.779,0.681,-1.875,0.307,0.003,0.002,50439.428,49678.492,
beta_LA[97],-1.022,0.751,-2.231,0.16,0.003,0.002,49433.216,48626.592,
beta_LA[98],-1.529,0.427,-2.205,-0.841,0.002,0.001,50269.759,49241.207,
beta_LA[99],-1.256,0.852,-2.629,0.095,0.004,0.003,50402.794,49838.398,
beta_LA[100],-1.065,0.461,-1.813,-0.346,0.002,0.001,49072.698,49255.775,
beta_LA[101],-1.659,0.5,-2.442,-0.851,0.002,0.002,49177.451,49426.008,
beta_LA[102],-1.791,0.555,-2.697,-0.927,0.002,0.002,50128.185,48767.728,
beta_LA[103],-0.976,0.553,-1.865,-0.097,0.003,0.002,48971.393,48224.975,
beta_LA[104],-1.594,0.536,-2.455,-0.745,0.002,0.002,50570.162,50126.475,
beta_LA[105],-0.944,0.577,-1.874,-0.031,0.003,0.002,49289.523,47859.951,
beta_LA[106],-0.422,0.527,-1.256,0.423,0.002,0.002,49038.958,49211.35,
beta_LA[107],-2.143,0.476,-2.908,-1.39,0.002,0.002,50075.237,49668.719,
beta_LA[108],-1.399,0.62,-2.394,-0.413,0.003,0.002,47044.083,49137.3,
beta_LA[109],-1.176,0.755,-2.39,0.015,0.003,0.002,50982.906,48119.568,
beta_LA[110],-1.172,0.449,-1.89,-0.458,0.002,0.001,49991.077,48767.318,
beta_LA[111],-0.148,0.357,-0.715,0.423,0.002,0.001,48676.901,49306.963,
beta_LA[112],-0.586,0.67,-1.648,0.489,0.003,0.002,50566.163,49177.567,
beta_LA[113],-1.267,0.659,-2.302,-0.198,0.003,0.002,49058.628,49567.679,
beta_LA[114],-1.533,0.533,-2.355,-0.656,0.002,0.002,49737.342,50385.537,
beta_LA[115],-1.534,0.654,-2.556,-0.468,0.003,0.002,49261.737,49173.774,
beta_LA[116],-0.808,0.43,-1.506,-0.125,0.002,0.001,49868.745,48213.891,
beta_LA[117],-0.78,0.53,-1.633,0.069,0.002,0.002,48522.181,49006.895,
beta_LA[118],-0.629,0.591,-1.542,0.34,0.003,0.002,48248.865,47507.848,
beta_LA[119],-0.719,0.564,-1.623,0.171,0.003,0.002,49762.845,48692.639,
beta_LA[120],-0.897,0.623,-1.92,0.074,0.003,0.002,50057.788,49434.66,
beta_LA[121],-1.284,0.519,-2.103,-0.448,0.002,0.002,49919.038,50099.22,
beta_LA[122],-1.302,0.733,-2.467,-0.122,0.003,0.002,49447.735,49017.365,
beta_LA[123],-1.349,0.551,-2.25,-0.492,0.002,0.002,49402.832,48995.049,
beta_LA[124],-0.801,0.48,-1.563,-0.034,0.002,0.002,50142.457,49433.45,
beta_LA[125],-1.825,0.467,-2.577,-1.08,0.002,0.001,49642.506,48307.946,
beta_LA[126],-0.762,0.518,-1.595,0.055,0.002,0.002,50127.668,48382.214,
beta_LA[127],-1.855,0.617,-2.826,-0.851,0.003,0.002,49410.595,48105.956,
beta_LA[128],-0.999,0.696,-2.086,0.126,0.003,0.002,49439.75,48360.298,
beta_LA[129],-1.423,0.479,-2.194,-0.664,0.002,0.002,49179.116,48590.132,
beta_LA[130],-1.467,0.612,-2.432,-0.478,0.003,0.002,49810.696,49876.264,
beta_LA[131],-1.103,0.676,-2.197,-0.034,0.003,0.002,49732.104,49132.87,
beta_LA[132],-1.51,0.634,-2.526,-0.506,0.003,0.002,49972.576,50088.24,
beta_LA[133],-1.544,0.663,-2.611,-0.492,0.003,0.002,49444.252,48284.34,
beta_LA[134],-0.657,0.665,-1.708,0.419,0.003,0.002,50242.4,48720.438,
beta_LA[135],-0.552,0.509,-1.34,0.289,0.002,0.002,48660.12,50046.345,
beta_LA[136],-1.569,0.549,-2.463,-0.708,0.002,0.002,49530.167,48436.974,
beta_LA[137],-0.971,0.554,-1.861,-0.099,0.002,0.002,49715.701,49507.644,
beta_LA[138],-1.092,0.456,-1.835,-0.378,0.002,0.001,50740.958,49784.995,
beta_LA[139],-1.154,0.497,-1.954,-0.367,0.002,0.002,49778.202,48113.531,
beta_LA[140],-0.769,0.379,-1.37,-0.157,0.002,0.001,50441.417,49447.066,
beta_LA[141],-1.066,0.602,-2.044,-0.125,0.003,0.002,49535.4,49930.776,
beta_LA[142],-1.022,0.582,-1.945,-0.09,0.003,0.002,48573.36,48767.868,
beta_LA[143],-1.224,0.751,-2.446,-0.053,0.003,0.002,49502.9,49876.716,
beta_LA[144],-1.544,0.717,-2.682,-0.399,0.003,0.002,49843.248,49252.398,
LA2,-0.2,0.045,-0.271,-0.128,0.0,0.0,48832.594,48576.101,
LA3,0.494,0.042,0.428,0.563,0.0,0.0,49489.343,49708.165,
mu_LT0,-0.056,0.09,-0.203,0.084,0.0,0.0,49467.233,49338.639,
mu_LT1,0.08,0.09,-0.065,0.221,0.0,0.0,49617.318,49503.66,
mu_SL0,-0.01,0.088,-0.153,0.129,0.0,0.0,49591.511,49171.901,
mu_SL1,-0.126,0.088,-0.269,0.013,0.0,0.0,50084.629,49339.046,
kappa,1.507,0.097,1.35,1.659,0.0,0.0,49393.529,49138.514,
theta,22.299,1.683,19.592,24.947,0.008,0.005,49634.605,49258.13,
mu_LA,-1.21,0.09,-1.35,-1.064,0.0,0.0,49128.113,49544.753,
