,mean,sd,hdi_5.5%,hdi_94.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
LT0[0],0.529,0.128,0.326,0.736,0.001,0.0,49534.053,48263.129,
LT0[1],-0.112,0.115,-0.298,0.07,0.001,0.0,49624.43,48852.201,
LT0[2],0.177,0.126,-0.022,0.381,0.001,0.0,49579.693,49007.314,
LT0[3],0.009,0.121,-0.183,0.203,0.001,0.0,49915.64,49007.519,
LT0[4],0.15,0.114,-0.032,0.331,0.001,0.0,49284.18,48156.287,
LT0[5],0.321,0.125,0.121,0.518,0.001,0.0,49696.639,49379.854,
LT0[6],-0.195,0.108,-0.366,-0.021,0.0,0.0,50243.441,48700.481,
LT0[7],0.494,0.145,0.265,0.727,0.001,0.0,50420.374,49959.956,
LT0[8],0.376,0.079,0.246,0.499,0.0,0.0,49472.225,49223.621,
LT0[9],-0.062,0.108,-0.239,0.107,0.0,0.0,50056.405,49276.169,
LT0[10],-1.377,0.107,-1.55,-1.209,0.0,0.0,50359.66,48351.675,
LT0[11],0.333,0.175,0.049,0.605,0.001,0.001,49789.624,49049.637,
LT0[12],0.086,0.104,-0.081,0.25,0.0,0.0,49876.289,49053.875,
LT0[13],0.134,0.111,-0.039,0.314,0.0,0.0,49787.667,48711.297,
LT0[14],0.029,0.167,-0.234,0.296,0.001,0.001,50108.672,48744.98,
LT0[15],-0.718,0.125,-0.914,-0.513,0.001,0.0,49780.437,48285.967,
LT0[16],-0.217,0.214,-0.552,0.13,0.001,0.001,49978.287,49832.798,
LT0[17],0.183,0.154,-0.062,0.431,0.001,0.0,50476.644,49297.938,
LT0[18],-0.636,0.184,-0.93,-0.343,0.001,0.001,50091.32,48559.779,
LT0[19],0.072,0.163,-0.189,0.328,0.001,0.001,48402.667,48653.71,
LT0[20],0.021,0.104,-0.143,0.189,0.0,0.0,48494.68,49048.523,
LT0[21],0.505,0.12,0.313,0.695,0.001,0.0,49391.521,49767.854,
LT0[22],0.149,0.141,-0.081,0.371,0.001,0.0,49757.871,48215.011,
LT0[23],-0.359,0.181,-0.653,-0.075,0.001,0.001,48798.66,48693.367,
LT0[24],0.33,0.155,0.092,0.587,0.001,0.0,49752.858,49074.3,
LT0[25],0.25,0.199,-0.065,0.57,0.001,0.001,50665.12,49509.756,
LT0[26],-0.039,0.096,-0.195,0.113,0.0,0.0,49339.216,48697.763,
LT0[27],0.41,0.113,0.232,0.595,0.001,0.0,49715.818,49961.969,
LT0[28],0.073,0.132,-0.146,0.276,0.001,0.0,49064.881,49545.145,
LT0[29],0.082,0.149,-0.151,0.327,0.001,0.0,50304.355,49748.962,
LT0[30],0.074,0.149,-0.164,0.311,0.001,0.0,49830.862,49116.954,
LT0[31],-0.17,0.173,-0.453,0.099,0.001,0.001,50270.144,49335.778,
LT0[32],0.029,0.146,-0.199,0.27,0.001,0.0,48400.539,47263.848,
LT0[33],0.179,0.175,-0.104,0.456,0.001,0.001,49313.648,49343.384,
LT0[34],-0.646,0.163,-0.906,-0.385,0.001,0.001,47355.872,49305.153,
LT0[35],0.392,0.131,0.177,0.595,0.001,0.0,49733.471,49175.369,
LT0[36],-0.126,0.144,-0.357,0.104,0.001,0.0,49696.309,49103.309,
LT0[37],0.077,0.132,-0.133,0.289,0.001,0.0,50004.319,49850.927,
LT0[38],0.311,0.114,0.133,0.497,0.001,0.0,50278.799,49627.205,
LT0[39],-0.012,0.116,-0.198,0.174,0.001,0.0,50334.358,49015.696,
LT0[40],0.074,0.097,-0.08,0.233,0.0,0.0,49725.972,49710.502,
LT0[41],0.048,0.111,-0.129,0.226,0.0,0.0,50472.074,49794.502,
LT0[42],0.263,0.105,0.096,0.431,0.0,0.0,50358.422,49961.475,
LT0[43],0.268,0.126,0.068,0.47,0.001,0.0,50239.397,47943.158,
LT0[44],0.293,0.133,0.084,0.51,0.001,0.0,49108.708,48034.526,
LT0[45],0.767,0.15,0.527,1.006,0.001,0.0,47992.656,46844.489,
LT0[46],0.109,0.189,-0.196,0.407,0.001,0.001,49228.104,49503.66,
LT0[47],0.447,0.134,0.226,0.655,0.001,0.0,48503.383,48464.551,
LT0[48],-0.353,0.085,-0.49,-0.218,0.0,0.0,50127.989,49627.72,
LT0[49],0.524,0.16,0.274,0.785,0.001,0.001,49955.41,49927.046,
LT0[50],0.065,0.102,-0.096,0.231,0.0,0.0,49838.046,48536.723,
LT0[51],0.075,0.143,-0.153,0.303,0.001,0.0,48086.511,49430.026,
LT0[52],0.187,0.105,0.013,0.349,0.0,0.0,50042.587,49502.449,
LT0[53],0.668,0.168,0.403,0.94,0.001,0.001,49029.914,49284.395,
LT0[54],0.45,0.15,0.211,0.69,0.001,0.0,48983.223,49220.724,
LT0[55],0.283,0.143,0.058,0.515,0.001,0.0,50776.742,49829.201,
LT0[56],0.512,0.165,0.253,0.781,0.001,0.001,49077.785,48415.447,
LT0[57],0.057,0.163,-0.209,0.311,0.001,0.001,49912.803,49570.703,
LT0[58],-0.071,0.091,-0.219,0.073,0.0,0.0,49620.243,49183.494,
LT0[59],-0.22,0.126,-0.423,-0.019,0.001,0.0,49379.738,49774.727,
LT0[60],-0.004,0.1,-0.159,0.159,0.0,0.0,48220.06,48610.202,
LT0[61],0.138,0.099,-0.022,0.296,0.0,0.0,50052.582,49562.135,
LT0[62],-0.971,0.104,-1.13,-0.799,0.0,0.0,49111.423,49331.551,
LT0[63],-0.297,0.128,-0.501,-0.093,0.001,0.0,49031.524,49458.099,
LT0[64],-0.091,0.172,-0.358,0.193,0.001,0.001,49627.102,49094.589,
LT0[65],0.105,0.158,-0.148,0.358,0.001,0.001,49707.058,49100.929,
LT0[66],0.015,0.132,-0.195,0.226,0.001,0.0,48879.725,49503.001,
LT0[67],-0.126,0.114,-0.308,0.058,0.001,0.0,47006.96,47491.484,
LT0[68],-0.526,0.123,-0.716,-0.323,0.001,0.0,49223.714,50042.098,
LT0[69],0.47,0.159,0.211,0.716,0.001,0.001,49134.576,47878.199,
LT0[70],-0.369,0.119,-0.559,-0.178,0.001,0.0,48927.827,49549.112,
LT0[71],0.293,0.18,0.006,0.58,0.001,0.001,48310.979,48605.339,
LT0[72],-0.174,0.081,-0.305,-0.045,0.0,0.0,49980.445,50003.803,
LT0[73],-0.376,0.11,-0.553,-0.202,0.001,0.0,46556.311,48090.446,
LT0[74],-0.416,0.08,-0.54,-0.286,0.0,0.0,49943.363,48303.934,
LT0[75],0.587,0.242,0.197,0.967,0.001,0.001,48878.668,49132.122,
LT0[76],-0.452,0.184,-0.745,-0.157,0.001,0.001,49184.669,49745.997,
LT0[77],-0.786,0.297,-1.258,-0.313,0.001,0.001,48324.68,48757.605,
LT0[78],0.14,0.085,0.002,0.274,0.0,0.0,50410.287,49759.212,
LT0[79],0.182,0.135,-0.035,0.395,0.001,0.0,49922.176,49694.136,
LT0[80],0.14,0.122,-0.054,0.335,0.001,0.0,49651.508,47689.852,
LT0[81],-0.228,0.097,-0.386,-0.076,0.0,0.0,50033.675,48693.112,
LT0[82],-0.837,0.202,-1.163,-0.517,0.001,0.001,49647.873,49754.951,
LT0[83],0.223,0.109,0.046,0.396,0.0,0.0,49249.236,49048.096,
LT0[84],-0.799,0.122,-0.996,-0.605,0.001,0.0,49559.737,50209.073,
LT0[85],-0.426,0.117,-0.611,-0.239,0.001,0.0,49842.567,48711.278,
LT0[86],0.074,0.153,-0.166,0.322,0.001,0.0,50334.728,50022.993,
LT0[87],-0.482,0.124,-0.682,-0.286,0.001,0.0,50200.326,48580.94,
LT0[88],0.368,0.099,0.212,0.53,0.0,0.0,49053.316,47464.869,
LT0[89],-0.172,0.274,-0.608,0.269,0.001,0.001,47831.737,49180.712,
LT0[90],-0.817,0.086,-0.957,-0.681,0.0,0.0,49590.941,49383.571,
LT0[91],0.036,0.083,-0.097,0.167,0.0,0.0,49944.76,50165.607,
LT0[92],-0.236,0.12,-0.429,-0.045,0.001,0.0,50909.763,48312.806,
LT0[93],-0.128,0.111,-0.307,0.046,0.0,0.0,50479.482,49844.68,
LT0[94],-0.161,0.111,-0.345,0.01,0.0,0.0,49882.137,48699.183,
LT0[95],-0.135,0.088,-0.278,0.003,0.0,0.0,50266.14,50341.148,
LT0[96],-1.315,0.066,-1.42,-1.209,0.0,0.0,49567.439,48492.528,
LT0[97],-1.327,0.269,-1.758,-0.897,0.001,0.001,49668.379,48239.908,
LT0[98],-0.923,0.108,-1.096,-0.75,0.0,0.0,49011.54,48540.541,
LT0[99],-1.2,0.26,-1.601,-0.769,0.001,0.001,49938.478,48815.725,
LT0[100],-1.414,0.109,-1.59,-1.243,0.0,0.0,50047.964,49219.459,
LT0[101],-0.172,0.11,-0.346,0.006,0.0,0.0,50348.726,48811.427,
LT0[102],-0.879,0.143,-1.106,-0.649,0.001,0.0,49893.744,47611.261,
LT0[103],-0.151,0.103,-0.315,0.013,0.0,0.0,48556.949,48817.925,
LT0[104],-0.084,0.124,-0.28,0.115,0.001,0.0,50288.087,49149.056,
LT0[105],0.218,0.131,0.012,0.429,0.001,0.0,49153.699,50039.824,
LT0[106],0.473,0.163,0.214,0.732,0.001,0.001,50139.222,50069.494,
LT0[107],0.149,0.102,-0.01,0.315,0.0,0.0,49591.476,49752.794,
LT0[108],-0.466,0.122,-0.659,-0.27,0.001,0.0,49584.321,47958.438,
LT0[109],-0.895,0.207,-1.222,-0.562,0.001,0.001,50876.195,49634.425,
LT0[110],0.162,0.097,0.008,0.318,0.0,0.0,50186.433,49464.944,
LT0[111],-0.441,0.076,-0.563,-0.32,0.0,0.0,50531.305,48831.674,
LT0[112],0.917,0.123,0.72,1.112,0.001,0.0,48751.451,47950.265,
LT0[113],-0.138,0.137,-0.355,0.08,0.001,0.0,49583.481,49178.242,
LT0[114],0.343,0.106,0.178,0.515,0.0,0.0,48171.966,49778.91,
LT0[115],0.468,0.18,0.181,0.758,0.001,0.001,50115.558,49214.162,
LT0[116],-0.47,0.112,-0.651,-0.293,0.0,0.0,50005.067,50004.962,
LT0[117],-0.168,0.112,-0.349,0.007,0.001,0.0,48748.264,49014.873,
LT0[118],0.16,0.089,0.017,0.301,0.0,0.0,49108.529,49669.298,
LT0[119],-1.012,0.109,-1.186,-0.838,0.0,0.0,50180.14,49962.05,
LT0[120],-0.354,0.168,-0.621,-0.087,0.001,0.001,49053.1,49667.925,
LT0[121],0.179,0.093,0.026,0.324,0.0,0.0,48836.322,49334.011,
LT0[122],0.248,0.138,0.024,0.464,0.001,0.0,49794.85,49060.846,
LT0[123],-0.435,0.14,-0.66,-0.212,0.001,0.0,50094.39,49532.237,
LT0[124],0.06,0.085,-0.072,0.198,0.0,0.0,49666.487,48598.157,
LT0[125],0.098,0.089,-0.038,0.247,0.0,0.0,48858.428,48395.832,
LT0[126],0.192,0.134,-0.022,0.409,0.001,0.0,50010.693,48467.909,
LT0[127],-0.132,0.134,-0.343,0.086,0.001,0.0,51060.03,49877.858,
LT0[128],-0.013,0.093,-0.16,0.136,0.0,0.0,48592.764,48337.405,
LT0[129],-0.244,0.087,-0.379,-0.102,0.0,0.0,50451.118,49534.058,
LT0[130],0.174,0.151,-0.073,0.409,0.001,0.0,50175.851,49783.321,
LT0[131],0.091,0.167,-0.177,0.357,0.001,0.001,49864.554,49009.835,
LT0[132],-0.652,0.206,-0.974,-0.318,0.001,0.001,50266.941,49439.962,
LT0[133],-0.397,0.148,-0.634,-0.161,0.001,0.0,49330.326,48514.07,
LT0[134],-0.398,0.142,-0.624,-0.174,0.001,0.0,49530.876,48343.806,
LT0[135],0.618,0.069,0.505,0.727,0.0,0.0,48976.911,48975.227,
LT0[136],0.132,0.107,-0.042,0.298,0.0,0.0,49823.735,49078.953,
LT0[137],0.257,0.109,0.084,0.43,0.0,0.0,49811.855,50037.58,
LT0[138],-0.097,0.106,-0.264,0.076,0.0,0.0,50188.447,49752.724,
LT0[139],-0.373,0.109,-0.545,-0.197,0.0,0.0,48440.545,47498.163,
LT0[140],-0.223,0.109,-0.395,-0.046,0.0,0.0,49718.893,49762.369,
LT0[141],0.453,0.082,0.321,0.584,0.0,0.0,50285.794,48926.987,
LT0[142],-0.278,0.189,-0.581,0.023,0.001,0.001,50287.439,49546.771,
LT0[143],0.427,0.16,0.176,0.686,0.001,0.001,49245.983,49173.731,
LT0[144],0.0,0.161,-0.254,0.26,0.001,0.001,49804.613,49762.199,
LT1[0],0.009,0.141,-0.207,0.242,0.001,0.0,49640.09,49798.584,
LT1[1],0.248,0.104,0.089,0.42,0.0,0.0,49174.917,48932.432,
LT1[2],-0.257,0.122,-0.454,-0.065,0.001,0.0,50557.526,48817.928,
LT1[3],-0.041,0.122,-0.233,0.157,0.001,0.0,49889.989,49756.878,
LT1[4],-0.015,0.111,-0.194,0.16,0.0,0.0,50242.487,49747.006,
LT1[5],-0.131,0.118,-0.32,0.058,0.001,0.0,50503.03,49338.196,
LT1[6],0.174,0.106,0.006,0.344,0.0,0.0,48909.286,49094.964,
LT1[7],0.182,0.15,-0.059,0.421,0.001,0.0,49437.129,49135.169,
LT1[8],-0.133,0.08,-0.26,-0.005,0.0,0.0,50985.427,49709.07,
LT1[9],0.169,0.106,0.001,0.34,0.0,0.0,49235.541,49673.967,
LT1[10],0.084,0.11,-0.093,0.259,0.001,0.0,47768.783,50099.515,
LT1[11],0.027,0.185,-0.267,0.325,0.001,0.001,49998.195,49627.403,
LT1[12],0.114,0.103,-0.054,0.277,0.0,0.0,49271.718,47685.052,
LT1[13],-0.113,0.112,-0.292,0.064,0.0,0.0,50413.529,50300.332,
LT1[14],-0.085,0.167,-0.353,0.18,0.001,0.001,49177.635,49417.528,
LT1[15],-0.053,0.124,-0.25,0.145,0.001,0.0,48639.559,48983.239,
LT1[16],0.358,0.19,0.052,0.657,0.001,0.001,50011.298,50120.472,
LT1[17],0.172,0.159,-0.082,0.425,0.001,0.001,49538.445,50757.725,
LT1[18],0.29,0.206,-0.037,0.621,0.001,0.001,48890.305,49325.301,
LT1[19],-0.035,0.157,-0.279,0.223,0.001,0.0,49245.733,48650.838,
LT1[20],-0.016,0.106,-0.188,0.149,0.0,0.0,48974.895,49362.305,
LT1[21],0.111,0.127,-0.088,0.317,0.001,0.0,49337.671,48944.15,
LT1[22],-0.038,0.133,-0.25,0.176,0.001,0.0,50093.229,49668.106,
LT1[23],0.178,0.17,-0.094,0.448,0.001,0.001,49904.358,49627.403,
LT1[24],0.135,0.147,-0.101,0.367,0.001,0.0,49116.63,49794.723,
LT1[25],0.123,0.194,-0.195,0.425,0.001,0.001,49203.305,49378.525,
LT1[26],0.292,0.09,0.145,0.434,0.0,0.0,50012.931,48502.068,
LT1[27],0.15,0.12,-0.038,0.347,0.001,0.0,49699.424,49562.216,
LT1[28],-0.291,0.125,-0.489,-0.092,0.001,0.0,50036.682,49174.623,
LT1[29],0.022,0.139,-0.203,0.243,0.001,0.0,50482.66,49027.307,
LT1[30],-0.109,0.154,-0.354,0.14,0.001,0.0,50860.666,49491.162,
LT1[31],0.497,0.171,0.222,0.766,0.001,0.001,49206.921,49133.931,
LT1[32],0.335,0.142,0.107,0.563,0.001,0.0,48468.131,48658.064,
LT1[33],-0.149,0.169,-0.423,0.117,0.001,0.001,50768.495,49430.266,
LT1[34],-0.235,0.152,-0.471,0.015,0.001,0.0,49534.461,49836.244,
LT1[35],-0.022,0.126,-0.225,0.178,0.001,0.0,49587.632,49539.049,
LT1[36],0.144,0.131,-0.065,0.355,0.001,0.0,50003.133,49233.594,
LT1[37],0.027,0.129,-0.173,0.239,0.001,0.0,49393.941,48935.091,
LT1[38],0.126,0.117,-0.059,0.314,0.001,0.0,49194.767,48973.244,
LT1[39],-0.13,0.115,-0.31,0.056,0.001,0.0,48431.545,49620.353,
LT1[40],0.172,0.096,0.016,0.322,0.0,0.0,49774.434,49340.49,
LT1[41],-0.042,0.108,-0.213,0.132,0.0,0.0,47771.187,48895.668,
LT1[42],-0.123,0.094,-0.274,0.025,0.0,0.0,49697.951,49623.767,
LT1[43],-0.072,0.121,-0.268,0.118,0.001,0.0,48355.349,49388.525,
LT1[44],0.019,0.128,-0.182,0.227,0.001,0.0,49076.402,49544.276,
LT1[45],0.053,0.153,-0.183,0.306,0.001,0.0,49734.733,49180.099,
LT1[46],0.209,0.166,-0.057,0.474,0.001,0.001,49510.921,48989.227,
LT1[47],-0.165,0.128,-0.377,0.031,0.001,0.0,50089.653,48655.91,
LT1[48],0.173,0.087,0.033,0.31,0.0,0.0,49261.79,48824.64,
LT1[49],-0.424,0.151,-0.662,-0.182,0.001,0.0,49427.627,49136.335,
LT1[50],-0.046,0.095,-0.196,0.108,0.0,0.0,50079.9,48497.071,
LT1[51],-0.045,0.147,-0.285,0.186,0.001,0.0,50062.8,48203.002,
LT1[52],-0.11,0.108,-0.282,0.061,0.0,0.0,50301.719,48770.888,
LT1[53],-0.192,0.179,-0.479,0.093,0.001,0.001,49525.856,49459.729,
LT1[54],0.087,0.134,-0.122,0.304,0.001,0.0,48292.222,48225.147,
LT1[55],0.076,0.15,-0.17,0.307,0.001,0.0,49999.547,49823.153,
LT1[56],-0.295,0.168,-0.559,-0.024,0.001,0.001,50142.146,49304.375,
LT1[57],0.4,0.168,0.132,0.669,0.001,0.001,50322.925,48775.171,
LT1[58],-0.002,0.092,-0.153,0.142,0.0,0.0,49307.596,49417.501,
LT1[59],0.167,0.121,-0.03,0.357,0.001,0.0,48449.838,49544.582,
LT1[60],-0.188,0.101,-0.351,-0.03,0.0,0.0,48998.306,48244.365,
LT1[61],-0.005,0.103,-0.174,0.155,0.0,0.0,50226.187,49339.359,
LT1[62],0.184,0.104,0.018,0.349,0.0,0.0,48892.098,50261.14,
LT1[63],0.201,0.123,0.009,0.403,0.001,0.0,51014.544,50373.727,
LT1[64],0.211,0.158,-0.051,0.456,0.001,0.001,48433.878,49749.49,
LT1[65],0.252,0.161,-0.0,0.515,0.001,0.001,50942.561,49629.175,
LT1[66],0.062,0.131,-0.147,0.272,0.001,0.0,51563.356,49545.174,
LT1[67],-0.179,0.123,-0.374,0.019,0.001,0.0,50715.775,50026.146,
LT1[68],-0.162,0.133,-0.374,0.049,0.001,0.0,49140.973,49803.502,
LT1[69],0.158,0.162,-0.103,0.413,0.001,0.001,49739.393,49101.536,
LT1[70],-0.162,0.116,-0.347,0.024,0.001,0.0,49496.53,48284.436,
LT1[71],-0.13,0.173,-0.411,0.142,0.001,0.001,48960.112,47580.498,
LT1[72],0.158,0.082,0.028,0.288,0.0,0.0,49829.337,49161.275,
LT1[73],0.272,0.113,0.092,0.455,0.001,0.0,48797.387,49776.153,
LT1[74],0.045,0.089,-0.096,0.187,0.0,0.0,50075.335,49510.262,
LT1[75],-0.381,0.218,-0.731,-0.037,0.001,0.001,49340.418,47816.802,
LT1[76],-0.097,0.178,-0.38,0.185,0.001,0.001,50255.76,48941.209,
LT1[77],0.629,0.284,0.176,1.081,0.001,0.001,50322.111,48674.177,
LT1[78],0.083,0.091,-0.063,0.228,0.0,0.0,49310.338,49658.791,
LT1[79],0.021,0.131,-0.189,0.231,0.001,0.0,48558.779,48525.724,
LT1[80],-0.105,0.121,-0.3,0.087,0.001,0.0,48655.461,50127.911,
LT1[81],-0.17,0.102,-0.337,-0.009,0.0,0.0,49127.919,49590.705,
LT1[82],0.309,0.182,0.02,0.601,0.001,0.001,49331.439,48956.046,
LT1[83],0.116,0.114,-0.066,0.299,0.001,0.0,49418.368,49834.234,
LT1[84],0.013,0.128,-0.19,0.22,0.001,0.0,49512.399,49423.192,
LT1[85],0.083,0.129,-0.122,0.29,0.001,0.0,47482.894,49623.278,
LT1[86],0.058,0.142,-0.163,0.287,0.001,0.0,49082.602,49752.059,
LT1[87],0.133,0.128,-0.068,0.34,0.001,0.0,49376.816,49942.718,
LT1[88],-0.029,0.105,-0.194,0.139,0.0,0.0,50055.178,48697.539,
LT1[89],0.417,0.265,-0.015,0.837,0.001,0.001,50731.843,50085.842,
LT1[90],0.145,0.089,0.005,0.289,0.0,0.0,47515.577,48913.142,
LT1[91],0.166,0.083,0.037,0.302,0.0,0.0,49595.226,48580.418,
LT1[92],0.199,0.118,0.014,0.388,0.001,0.0,48595.235,47338.673,
LT1[93],0.17,0.104,0.004,0.336,0.0,0.0,49297.199,49257.495,
LT1[94],0.225,0.11,0.051,0.404,0.0,0.0,49900.941,49140.549,
LT1[95],0.212,0.089,0.073,0.359,0.0,0.0,49344.029,49545.214,
LT1[96],0.097,0.07,-0.014,0.209,0.0,0.0,49493.871,48954.993,
LT1[97],0.063,0.243,-0.329,0.445,0.001,0.001,49988.198,49787.479,
LT1[98],0.049,0.108,-0.127,0.219,0.0,0.0,49903.517,49878.189,
LT1[99],0.385,0.274,-0.045,0.828,0.001,0.001,49980.02,48939.793,
LT1[100],0.052,0.105,-0.116,0.219,0.0,0.0,47556.828,48627.586,
LT1[101],0.017,0.113,-0.165,0.195,0.001,0.0,47255.669,48637.276,
LT1[102],0.31,0.141,0.088,0.538,0.001,0.0,47923.815,48811.57,
LT1[103],0.048,0.109,-0.123,0.226,0.0,0.0,49008.355,49063.122,
LT1[104],0.075,0.131,-0.135,0.283,0.001,0.0,49809.711,49620.115,
LT1[105],-0.159,0.14,-0.383,0.066,0.001,0.0,50015.696,48691.223,
LT1[106],-0.089,0.169,-0.359,0.182,0.001,0.001,49542.246,49587.222,
LT1[107],0.073,0.097,-0.084,0.225,0.0,0.0,49668.308,49336.632,
LT1[108],0.189,0.119,-0.003,0.376,0.001,0.0,48922.537,49219.281,
LT1[109],0.31,0.208,-0.014,0.647,0.001,0.001,49506.843,49134.313,
LT1[110],-0.037,0.102,-0.201,0.124,0.0,0.0,49329.15,49092.259,
LT1[111],0.245,0.079,0.115,0.369,0.0,0.0,50272.935,49917.682,
LT1[112],-0.259,0.125,-0.46,-0.062,0.001,0.0,49773.207,47565.55,
LT1[113],0.173,0.147,-0.066,0.404,0.001,0.0,48984.286,49177.933,
LT1[114],-0.148,0.101,-0.305,0.017,0.0,0.0,48716.539,48654.913,
LT1[115],-0.281,0.185,-0.574,0.018,0.001,0.001,50129.381,49370.882,
LT1[116],-0.319,0.112,-0.503,-0.145,0.0,0.0,50721.38,50284.942,
LT1[117],0.147,0.112,-0.03,0.327,0.001,0.0,49520.045,49288.574,
LT1[118],-0.136,0.094,-0.288,0.012,0.0,0.0,49325.659,48600.243,
LT1[119],0.279,0.111,0.099,0.455,0.001,0.0,48902.446,49176.503,
LT1[120],0.165,0.152,-0.076,0.41,0.001,0.0,49405.488,48727.299,
LT1[121],0.148,0.093,0.002,0.299,0.0,0.0,50427.681,49708.908,
LT1[122],0.092,0.124,-0.106,0.291,0.001,0.0,49466.157,48780.55,
LT1[123],0.124,0.13,-0.082,0.332,0.001,0.0,47773.209,49250.613,
LT1[124],-0.066,0.089,-0.21,0.073,0.0,0.0,49865.448,49545.109,
LT1[125],0.131,0.093,-0.015,0.28,0.0,0.0,48831.095,49179.83,
LT1[126],0.151,0.133,-0.062,0.363,0.001,0.0,49148.389,49236.083,
LT1[127],0.341,0.127,0.142,0.548,0.001,0.0,48832.934,49358.663,
LT1[128],0.006,0.104,-0.162,0.17,0.0,0.0,49909.292,49463.501,
LT1[129],0.226,0.085,0.089,0.362,0.0,0.0,49580.15,48975.213,
LT1[130],0.253,0.128,0.049,0.456,0.001,0.0,50560.201,49469.616,
LT1[131],0.199,0.164,-0.064,0.459,0.001,0.001,50156.733,48749.321,
LT1[132],0.116,0.205,-0.209,0.442,0.001,0.001,49049.5,48480.942,
LT1[133],0.217,0.14,-0.009,0.436,0.001,0.0,49398.457,50666.135,
LT1[134],0.154,0.131,-0.055,0.364,0.001,0.0,49211.44,48446.75,
LT1[135],-0.017,0.073,-0.136,0.098,0.0,0.0,49712.008,49709.145,
LT1[136],-0.063,0.105,-0.228,0.107,0.0,0.0,49890.487,49461.368,
LT1[137],-0.376,0.113,-0.558,-0.194,0.001,0.0,49517.647,48820.688,
LT1[138],0.068,0.101,-0.094,0.227,0.0,0.0,50483.431,49088.078,
LT1[139],0.216,0.103,0.05,0.38,0.0,0.0,49917.606,49625.459,
LT1[140],0.235,0.1,0.073,0.393,0.0,0.0,50048.387,49421.485,
LT1[141],-0.007,0.085,-0.144,0.129,0.0,0.0,50083.27,49416.01,
LT1[142],0.117,0.168,-0.147,0.391,0.001,0.001,49807.358,49266.806,
LT1[143],-0.18,0.151,-0.411,0.071,0.001,0.0,49398.306,49917.144,
LT1[144],-0.04,0.137,-0.254,0.183,0.001,0.0,50318.563,47957.189,
LT2,-0.086,0.011,-0.103,-0.069,0.0,0.0,48791.374,49306.228,
LT3,-0.032,0.011,-0.05,-0.015,0.0,0.0,48799.091,48147.348,
LT4,0.215,0.011,0.196,0.233,0.0,0.0,50277.309,50003.119,
eps_LT,0.825,0.007,0.813,0.836,0.0,0.0,50211.914,49655.491,
SL0[0],-0.506,0.111,-0.685,-0.331,0.0,0.0,50753.34,50513.379,
SL0[1],-0.599,0.098,-0.756,-0.444,0.0,0.0,50401.464,49624.113,
SL0[2],-0.508,0.106,-0.678,-0.34,0.0,0.0,49154.26,48900.769,
SL0[3],-0.397,0.103,-0.557,-0.229,0.0,0.0,49428.306,49878.072,
SL0[4],-0.366,0.096,-0.517,-0.211,0.0,0.0,48897.16,48479.24,
SL0[5],-0.651,0.11,-0.827,-0.479,0.0,0.0,49690.462,48848.557,
SL0[6],-0.555,0.086,-0.695,-0.419,0.0,0.0,49768.413,49586.443,
SL0[7],-0.688,0.115,-0.873,-0.504,0.001,0.0,49018.668,47670.067,
SL0[8],-0.742,0.064,-0.845,-0.64,0.0,0.0,50209.443,49502.181,
SL0[9],-0.424,0.088,-0.56,-0.278,0.0,0.0,49840.791,49942.382,
SL0[10],0.325,0.091,0.18,0.472,0.0,0.0,48710.147,49048.503,
SL0[11],-0.973,0.144,-1.206,-0.747,0.001,0.0,50040.192,49627.932,
SL0[12],-0.568,0.086,-0.7,-0.425,0.0,0.0,49572.13,49188.126,
SL0[13],-0.475,0.095,-0.625,-0.323,0.0,0.0,51178.325,49484.346,
SL0[14],-0.38,0.135,-0.595,-0.165,0.001,0.0,48180.233,49959.997,
SL0[15],-0.038,0.1,-0.199,0.121,0.0,0.0,49505.233,49803.422,
SL0[16],0.07,0.177,-0.208,0.358,0.001,0.001,50481.579,49094.198,
SL0[17],-0.691,0.131,-0.897,-0.477,0.001,0.0,49468.235,49882.87,
SL0[18],0.195,0.158,-0.068,0.439,0.001,0.001,50427.58,49498.323,
SL0[19],-0.404,0.137,-0.627,-0.19,0.001,0.0,50036.969,49234.162,
SL0[20],-0.5,0.089,-0.639,-0.354,0.0,0.0,49130.509,48615.487,
SL0[21],-0.594,0.106,-0.768,-0.428,0.0,0.0,48476.364,48683.878,
SL0[22],-0.681,0.12,-0.871,-0.487,0.001,0.0,50265.003,49691.932,
SL0[23],-0.482,0.149,-0.717,-0.242,0.001,0.0,49971.914,48665.092,
SL0[24],-0.805,0.124,-1.002,-0.606,0.001,0.0,50009.434,49859.203,
SL0[25],-0.262,0.161,-0.516,-0.001,0.001,0.001,49438.523,48283.563,
SL0[26],-0.436,0.083,-0.569,-0.306,0.0,0.0,48967.445,49586.576,
SL0[27],-0.56,0.093,-0.703,-0.406,0.0,0.0,49863.36,49190.646,
SL0[28],-0.335,0.11,-0.509,-0.159,0.0,0.0,49029.147,49535.812,
SL0[29],-0.296,0.122,-0.491,-0.1,0.001,0.0,50629.156,49184.323,
SL0[30],-0.156,0.119,-0.349,0.034,0.001,0.0,50155.77,49751.34,
SL0[31],-0.274,0.143,-0.498,-0.039,0.001,0.0,50003.321,49969.666,
SL0[32],0.222,0.118,0.037,0.414,0.001,0.0,48957.88,49827.246,
SL0[33],-0.61,0.148,-0.85,-0.378,0.001,0.0,50308.236,49759.812,
